Play_num,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,unique_ID,event_gameID_timenum,HOMEDESCRIPTION,PLAYER1_NAME,PLAYER1_TEAM,PCTIMESTRING,PERIOD,VISITORDESCRIPTION,Score,Score_Margin,OT Game,Home_Win,time_decimals,timenum,scoremargin>10,Timeout,home_time_dummy,visitor_time_dummy,Play_after_timeout,PLAYER1_NAME,Shot Type,Makes,Base Points,Points,FT Made,PLAYER1_TEAM,Distance,Block,Steal,Defensive Player,Defensive Player Team,,,,
482,1,9,662,21800247,482-21800247,21800247-59-9,KINGS Timeout: Regular (Full 5 Short 0),,,00:59,4,,104 - 111,7,No,1,0.041,59,No,1,1,0,,,,,0,0,,,,,,,,,,,
483,1,7,665,21800247,483-21800247,21800247-59-7,,,,00:59,4,,104 - 111,7,No,1,0.041,59,No,0,0,0,,,,,0,0,,,,,,,,,,,
484,0,8,663,21800247,484-21800247,21800247-59-8,SUB: Bogdanovic FOR Shumpert,Iman Shumpert,SAC,00:59,4,,104 - 111,7,No,1,0.041,59,No,0,0,0,,Iman Shumpert,,,0,0,,SAC,,,,,,,,,
485,3,2,666,21800247,485-21800247,21800247-50-2,MISS Bagley III 3' Hook Shot,Marvin Bagley III,SAC,00:50,4,,104 - 111,7,No,1,0.0347,50,No,0,0,0,Hook Shot,Marvin Bagley III,Hook Shot,,0,0,,SAC,3,,,,,,,,
486,0,4,667,21800247,486-21800247,21800247-50-4,Bagley III REBOUND (Off:6 Def:7),Marvin Bagley III,SAC,00:50,4,,104 - 111,7,No,1,0.0347,50,No,0,0,0,,Marvin Bagley III,,,0,0,,SAC,,,,,,,,,
487,72,1,668,21800247,487-21800247,21800247-50-1,Bagley III 3' Putback Layup (15 PTS),Marvin Bagley III,SAC,00:50,4,,104 - 113,9,No,1,0.0347,50,No,0,0,0,,Marvin Bagley III,Layup,,2,2,,SAC,3,,,,,,,,
488,6,1,669,21800247,488-21800247,21800247-36-1,,Russell Westbrook,OKC,00:36,4,Westbrook 2' Driving Layup (29 PTS),106 - 113,7,No,1,0.025,36,No,0,0,0,,Russell Westbrook,Layup,,-2,-2,,OKC,2,,,,,,,,
489,41,2,670,21800247,489-21800247,21800247-29-2,MISS Fox 2' Running Layup,De'Aaron Fox,SAC,00:29,4,,106 - 113,7,No,1,0.0201,29,No,0,0,0,,De'Aaron Fox,Layup,,0,0,,SAC,2,,,,,,,,
490,0,4,671,21800247,490-21800247,21800247-27-4,,Paul George,OKC,00:27,4,George REBOUND (Off:1 Def:8),106 - 113,7,No,1,0.0188,27,No,0,0,0,,Paul George,,,0,0,,OKC,,,,,,,,,
491,79,1,672,21800247,491-21800247,21800247-22-1,,Paul George,OKC,00:22,4,George 27' 3PT Pullup Jump Shot (23 PTS),109 - 113,4,No,1,0.0153,22,No,0,0,0,,Paul George,3 PT Shot,,-3,-3,,OKC,27,,,,,,,,
492,1,6,673,21800247,492-21800247,21800247-19-6,,Russell Westbrook,OKC,00:19,4,Westbrook P.FOUL (P5.PN) (M.Ayotte),109 - 113,4,No,1,0.0132,19,No,0,0,0,,Russell Westbrook,,,0,0,,OKC,,,,,,,,,
493,11,3,675,21800247,493-21800247,21800247-19-3,MISS Bagley III Free Throw 1 of 2,Marvin Bagley III,SAC,00:19,4,,109 - 113,4,No,1,0.0132,19,No,0,0,0,,Marvin Bagley III,Free Throw,,0,0,,SAC,19,,,,,,,,
494,1,4,676,21800247,494-21800247,21800247-19-4,KINGS Rebound,,,00:19,4,,109 - 113,4,No,1,0.0132,19,No,0,0,0,,,,,0,0,,,,,,,,,,,
495,12,3,677,21800247,495-21800247,21800247-19-3,MISS Bagley III Free Throw 2 of 2,Marvin Bagley III,SAC,00:19,4,,109 - 113,4,No,1,0.0132,19,No,0,0,0,,Marvin Bagley III,Free Throw,,0,0,,SAC,19,,,,,,,,
496,0,4,678,21800247,496-21800247,21800247-18-4,,,,00:18,4,Thunder Rebound,109 - 113,4,No,1,0.0125,18,No,0,0,0,,,,,0,0,,,,,,,,,,,
497,0,18,679,21800247,497-21800247,21800247-18-18,,Junior Burrough,,00:18,4,,109 - 113,4,No,1,0.0125,18,No,0,0,0,,Junior Burrough,,,0,0,,,,,,,,,,,
498,0,8,680,21800247,498-21800247,21800247-18-8,SUB: Shumpert FOR Bagley III,Marvin Bagley III,SAC,00:18,4,,109 - 113,4,No,1,0.0125,18,No,0,0,0,,Marvin Bagley III,,,0,0,,SAC,,,,,,,,,
499,1,2,682,21800247,499-21800247,21800247-12-2,,Dennis Schroder,OKC,00:12,4,MISS Schroder  3PT Jump Shot,109 - 113,4,No,1,0.0083,12,No,0,0,0,,Dennis Schroder,3 PT Shot,,0,0,,OKC,23,,,,,,,,
500,0,4,683,21800247,500-21800247,21800247-9-4,Hield REBOUND (Off:0 Def:4),Buddy Hield,SAC,00:09,4,,109 - 113,4,No,1,0.0063,9,No,0,0,0,,Buddy Hield,,,0,0,,SAC,,,,,,,,,
501,1,6,684,21800247,501-21800247,21800247-9-6,,Hamidou Diallo,OKC,00:09,4,Diallo P.FOUL (P2.PN) (J.Van Duyne),109 - 113,4,No,1,0.0063,9,No,0,0,0,,Hamidou Diallo,,,0,0,,OKC,,,,,,,,,
502,11,6,686,21800247,502-21800247,21800247-9-6,Fox T.FOUL (P3.T4) (M.Ayotte),De'Aaron Fox,SAC,00:09,4,,109 - 113,4,No,1,0.0063,9,No,0,0,0,,De'Aaron Fox,,,0,0,,SAC,,,,,,,,,
503,16,3,687,21800247,503-21800247,21800247-9-3,,Paul George,OKC,00:09,4,George Free Throw Technical (24 PTS),110 - 113,3,No,1,0.0063,9,No,0,0,0,,Paul George,Free Throw,,-1,-1,,OKC,19,,,,,,,,
504,11,3,688,21800247,504-21800247,21800247-9-3,Hield Free Throw 1 of 2 (24 PTS),Buddy Hield,SAC,00:09,4,,110 - 114,4,No,1,0.0063,9,No,0,0,0,,Buddy Hield,Free Throw,,1,1,,SAC,19,,,,,,,,
505,12,3,689,21800247,505-21800247,21800247-9-3,Hield Free Throw 2 of 2 (25 PTS),Buddy Hield,SAC,00:09,4,,110 - 115,5,No,1,0.0063,9,No,0,0,0,,Buddy Hield,Free Throw,,1,1,,SAC,19,,,,,,,,
506,1,9,690,21800247,506-21800247,21800247-9-9,,,,00:09,4,Thunder Timeout: Regular (Reg.7 Short 0),110 - 115,5,No,1,0.0063,9,No,1,0,1,,,,,0,0,,,,,,,,,,,
507,0,8,691,21800247,507-21800247,21800247-9-8,,Hamidou Diallo,OKC,00:09,4,SUB: Patterson FOR Diallo,110 - 115,5,No,1,0.0063,9,No,0,0,0,,Hamidou Diallo,,,0,0,,OKC,,,,,,,,,
508,1,1,693,21800247,508-21800247,21800247-6-1,,Paul George,OKC,00:06,4,George 29' 3PT Jump Shot (27 PTS) (Westbrook 7 AST),113 - 115,2,No,1,0.0042,6,No,0,0,0,3 PT Shot,Paul George,3 PT Shot,,-3,-3,,OKC,29,,,,,,,,
509,1,6,695,21800247,509-21800247,21800247-4-6,,Paul George,OKC,00:04,4,George P.FOUL (P4.PN) (M.Ayotte),113 - 115,2,No,1,0.0028,4,No,0,0,0,,Paul George,,,0,0,,OKC,,,,,,,,,
510,11,3,697,21800247,510-21800247,21800247-4-3,Fox Free Throw 1 of 2 (5 PTS),De'Aaron Fox,SAC,00:04,4,,113 - 116,3,No,1,0.0028,4,No,0,0,0,,De'Aaron Fox,Free Throw,,1,1,,SAC,19,,,,,,,,
511,12,3,698,21800247,511-21800247,21800247-4-3,Fox Free Throw 2 of 2 (6 PTS),De'Aaron Fox,SAC,00:04,4,,113 - 117,4,No,1,0.0028,4,No,0,0,0,,De'Aaron Fox,Free Throw,,1,1,,SAC,19,,,,,,,,
512,1,2,699,21800247,512-21800247,21800247-0-2,,Dennis Schroder,OKC,00:00,4,MISS Schroder 23' Jump Shot,113 - 117,4,No,1,0,0,No,0,0,0,,Dennis Schroder,Jump Shot,,0,0,,OKC,23,,,,,,,,
513,0,4,700,21800247,513-21800247,21800247-0-4,,,,00:00,4,Thunder Rebound,113 - 117,4,No,1,0,0,No,0,0,0,,,,,0,0,,,,,,,,,,,
514,0,13,701,21800247,514-21800247,21800247-0-13,,,,00:00,4,,113 - 117,4,No,1,0,0,No,0,0,0,,,,,0,0,,,,,,,,,,,
392,1,1,550,21800248,392-21800248,21800248-179-1,,Serge Ibaka,TOR,02:59,4,Ibaka 21' Jump Shot (12 PTS) (Leonard 2 AST),87 - 85,-2,No,0,0.1243,179,No,0,0,0,,Serge Ibaka,Jump Shot,,0,0,,TOR,21,,,,,,,,
393,1,5,552,21800248,393-21800248,21800248-163-5,Fournier Bad Pass Turnover (P2.T13),Evan Fournier,ORL,02:43,4,Green STEAL (1 STL),87 - 85,-2,No,0,0.1132,163,No,0,0,0,,Evan Fournier,,,0,0,,ORL,,,,,,,,,
394,1,1,554,21800248,394-21800248,21800248-156-1,,Kawhi Leonard,TOR,02:36,4,Leonard 14' Jump Shot (18 PTS) (Lowry 5 AST),89 - 85,-4,No,0,0.1083,156,No,0,0,0,,Kawhi Leonard,Jump Shot,,-2,-2,,TOR,14,,,,,,,,
395,6,1,556,21800248,395-21800248,21800248-144-1,Fournier 7' Driving Layup (23 PTS) (Augustin 5 AST),Evan Fournier,ORL,02:24,4,,89 - 87,-2,No,0,0.1,144,No,0,0,0,,Evan Fournier,Layup,,2,2,,ORL,7,,,,,,,,
396,47,2,558,21800248,396-21800248,21800248-118-2,,Kawhi Leonard,TOR,01:58,4,MISS Leonard 9' Turnaround Jump Shot,89 - 87,-2,No,0,0.0819,118,No,0,0,0,,Kawhi Leonard,Jump Shot,,0,0,,TOR,9,,,,,,,,
397,0,4,559,21800248,397-21800248,21800248-116-4,Vucevic REBOUND (Off:2 Def:13),Nikola Vucevic,ORL,01:56,4,,89 - 87,-2,No,0,0.0806,116,No,0,0,0,,Nikola Vucevic,,,0,0,,ORL,,,,,,,,,
398,4,5,561,21800248,398-21800248,21800248-107-5,Iwundu Traveling Turnover (P1.T14),Wes Iwundu,ORL,01:47,4,,89 - 87,-2,No,0,0.0743,107,No,0,0,0,,Wes Iwundu,,,0,0,,ORL,,,,,,,,,
399,1,5,562,21800248,399-21800248,21800248-95-5,Fournier STEAL (1 STL),Kyle Lowry,TOR,01:35,4,Lowry Bad Pass Turnover (P3.T16),89 - 87,-2,No,0,0.066,95,No,0,0,0,,Kyle Lowry,,,0,0,,TOR,,,,,,,,,
400,41,1,564,21800248,400-21800248,21800248-92-1,Fournier 3' Running Layup (25 PTS),Evan Fournier,ORL,01:32,4,,89 - 89,0,No,0,0.0639,92,No,0,0,0,,Evan Fournier,Layup,,2,2,,ORL,3,,,,,,,,
401,79,2,565,21800248,401-21800248,21800248-74-2,,Kawhi Leonard,TOR,01:14,4,MISS Leonard 12' Pullup Jump Shot,89 - 89,0,No,0,0.0514,74,No,0,0,0,,Kawhi Leonard,Jump Shot,,0,0,,TOR,12,,,,,,,,
402,0,4,566,21800248,402-21800248,21800248-72-4,Vucevic REBOUND (Off:2 Def:14),Nikola Vucevic,ORL,01:12,4,,89 - 89,0,No,0,0.05,72,No,0,0,0,,Nikola Vucevic,,,0,0,,ORL,,,,,,,,,
403,1,2,567,21800248,403-21800248,21800248-60-2,MISS Gordon 25' 3PT Jump Shot,Aaron Gordon,ORL,01:00,4,Siakam BLOCK (1 BLK),89 - 89,0,No,0,0.0417,60,No,0,0,0,,Aaron Gordon,3 PT Shot,,0,0,,ORL,25,,,,,,,,
404,0,4,568,21800248,404-21800248,21800248-59-4,Vucevic REBOUND (Off:3 Def:14),Nikola Vucevic,ORL,00:59,4,,89 - 89,0,No,0,0.041,59,No,0,0,0,,Nikola Vucevic,,,0,0,,ORL,,,,,,,,,
405,97,2,594,21800248,405-21800248,21800248-57-2,MISS Vucevic 3' Tip Layup Shot,Nikola Vucevic,ORL,00:57,4,,89 - 89,0,No,0,0.0396,57,No,0,0,0,,Nikola Vucevic,Layup,,0,0,,ORL,3,,,,,,,,
406,0,4,595,21800248,406-21800248,21800248-57-4,,Serge Ibaka,TOR,00:57,4,Ibaka REBOUND (Off:2 Def:6),89 - 89,0,No,0,0.0396,57,No,0,0,0,,Serge Ibaka,,,0,0,,TOR,,,,,,,,,
407,79,1,569,21800248,407-21800248,21800248-43-1,,Serge Ibaka,TOR,00:43,4,Ibaka 17' Pullup Jump Shot (14 PTS) (Lowry 6 AST),91 - 89,-2,No,0,0.0299,43,No,0,0,0,,Serge Ibaka,Jump Shot,,-2,-2,,TOR,17,,,,,,,,
408,1,9,571,21800248,408-21800248,21800248-43-9,MAGIC Timeout: Regular (Full 5 Short 0),,,00:43,4,,91 - 89,-2,No,0,0.0299,43,No,1,1,0,,,,,0,0,,,,,,,,,,,
409,0,8,573,21800248,409-21800248,21800248-43-8,SUB: Ross FOR Iwundu,Wes Iwundu,ORL,00:43,4,,91 - 89,-2,No,0,0.0299,43,No,0,0,0,,Wes Iwundu,,,0,0,,ORL,,,,,,,,,
410,47,2,575,21800248,410-21800248,21800248-33-2,MISS Fournier 26' 3PT Turnaround Jump Shot,Evan Fournier,ORL,00:33,4,,91 - 89,-2,No,0,0.0229,33,No,0,0,0,Jump Shot,Evan Fournier,3 PT Shot,,0,0,,ORL,26,,,,,,,,
411,0,4,576,21800248,411-21800248,21800248-31-4,,Serge Ibaka,TOR,00:31,4,Ibaka REBOUND (Off:2 Def:7),91 - 89,-2,No,0,0.0215,31,No,0,0,0,,Serge Ibaka,,,0,0,,TOR,,,,,,,,,
412,79,2,577,21800248,412-21800248,21800248-12-2,,Kyle Lowry,TOR,00:12,4,MISS Lowry 27' 3PT Pullup Jump Shot,91 - 89,-2,No,0,0.0083,12,No,0,0,0,,Kyle Lowry,3 PT Shot,,0,0,,TOR,27,,,,,,,,
413,0,4,578,21800248,413-21800248,21800248-9-4,Vucevic REBOUND (Off:3 Def:15),Nikola Vucevic,ORL,00:09,4,,91 - 89,-2,No,0,0.0063,9,No,0,0,0,,Nikola Vucevic,,,0,0,,ORL,,,,,,,,,
414,1,9,579,21800248,414-21800248,21800248-8-9,MAGIC Timeout: Regular (Full 6 Short 0),,,00:08,4,,91 - 89,-2,No,0,0.0056,8,No,1,1,0,,,,,0,0,,,,,,,,,,,
415,9,1,580,21800248,415-21800248,21800248-2-1,Fournier 3' Driving Dunk (27 PTS),Evan Fournier,ORL,00:02,4,,91 - 91,0,No,0,0.0014,2,No,0,0,0,Dunk,Evan Fournier,Dunk,,2,2,,ORL,3,,,,,,,,
416,1,9,581,21800248,416-21800248,21800248-2-9,,,,00:02,4,Raptors Timeout: Regular (Reg.5 Short 0),91 - 91,0,No,0,0.0014,2,No,1,0,1,,,,,0,0,,,,,,,,,,,
417,0,8,582,21800248,417-21800248,21800248-2-8,SUB: Iwundu FOR Augustin,D.J. Augustin,ORL,00:02,4,,91 - 91,0,No,0,0.0014,2,No,0,0,0,,D.J. Augustin,,,0,0,,ORL,,,,,,,,,
418,0,8,583,21800248,418-21800248,21800248-2-8,SUB: Grant FOR Ross,Terrence Ross,ORL,00:02,4,,91 - 91,0,No,0,0.0014,2,No,0,0,0,,Terrence Ross,,,0,0,,ORL,,,,,,,,,
419,0,8,584,21800248,419-21800248,21800248-2-8,,Pascal Siakam,TOR,00:02,4,SUB: VanVleet FOR Siakam,91 - 91,0,No,0,0.0014,2,No,0,0,0,,Pascal Siakam,,,0,0,,TOR,,,,,,,,,
420,1,1,588,21800248,420-21800248,21800248-0-1,,Danny Green,TOR,00:00,4,Green 6' Jump Shot (13 PTS) (Lowry 7 AST),93 - 91,-2,No,0,0,0,No,0,0,0,Jump Shot,Danny Green,Jump Shot,,-2,-2,,TOR,6,,,,,,,,
421,1,2,592,21800248,421-21800248,21800248-0-2,MISS Vucevic 67' 3PT Jump Shot,Nikola Vucevic,ORL,00:00,4,,93 - 91,-2,No,0,0,0,No,0,0,0,,Nikola Vucevic,3 PT Shot,,0,0,,ORL,7,,,,,,,,
422,0,4,593,21800248,422-21800248,21800248-0-4,MAGIC Rebound,,,00:00,4,,93 - 91,-2,No,0,0,0,No,0,0,0,,,,,0,0,,,,,,,,,,,
423,0,13,590,21800248,423-21800248,21800248-0-13,,,,00:00,4,,93 - 91,-2,No,0,0,0,No,0,0,0,,,,,0,0,,,,,,,,,,,
444,1,5,631,21800249,444-21800249,21800249-172-5,Beal Bad Pass Turnover (P2.T7),Bradley Beal,WAS,02:52,4,Gilgeous-Alexander STEAL (3 STL),111 - 113,2,No,1,0.1194,172,No,0,0,0,,Bradley Beal,,,0,0,,WAS,,,,,,,,,
445,101,1,633,21800249,445-21800249,21800249-158-1,,Lou Williams,LAC,02:38,4,Williams 3' Driving Floating Jump Shot (15 PTS),113 - 113,0,No,1,0.1097,158,No,0,0,0,,Lou Williams,Jump Shot,,-2,-2,,LAC,3,,,,,,,,
446,75,1,634,21800249,446-21800249,21800249-143-1,Wall 2' Driving Finger Roll Layup (27 PTS),John Wall,WAS,02:23,4,,113 - 115,2,No,1,0.0993,143,No,0,0,0,,John Wall,Layup,,2,2,,WAS,2,,,,,,,,
447,6,2,635,21800249,447-21800249,21800249-129-2,,Shai Gilgeous-Alexander,LAC,02:09,4,MISS Gilgeous-Alexander 2' Driving Layup,113 - 115,2,No,1,0.0896,129,No,0,0,0,,Shai Gilgeous-Alexander,Layup,,0,0,,LAC,2,,,,,,,,
448,0,4,637,21800249,448-21800249,21800249-128-4,WIZARDS Rebound,,,02:08,4,,113 - 115,2,No,1,0.0889,128,No,0,0,0,,,,,0,0,,,,,,,,,,,
449,3,6,636,21800249,449-21800249,21800249-128-6,,Montrezl Harrell,LAC,02:08,4,Harrell L.B.FOUL (P5.PN) (D.Richardson),113 - 115,2,No,1,0.0889,128,No,0,0,0,,Montrezl Harrell,,,0,0,,LAC,,,,,,,,,
450,11,3,639,21800249,450-21800249,21800249-128-3,Mark Morris Free Throw 1 of 2 (9 PTS),Markieff Morris,WAS,02:08,4,,113 - 116,3,No,1,0.0889,128,No,0,0,0,,Markieff Morris,Free Throw,,1,1,,WAS,19,,,,,,,,
451,16,6,640,21800249,451-21800249,21800249-128-6,,Markieff Morris,WAS,02:08,4,,113 - 116,3,No,1,0.0889,128,No,0,0,0,,Markieff Morris,,,0,0,,WAS,,,,,,,,,
452,12,3,641,21800249,452-21800249,21800249-128-3,Mark Morris Free Throw 2 of 2 (10 PTS),Markieff Morris,WAS,02:08,4,,113 - 117,4,No,1,0.0889,128,No,0,0,0,,Markieff Morris,Free Throw,,1,1,,WAS,19,,,,,,,,
453,6,2,642,21800249,453-21800249,21800249-118-2,,Tobias Harris,LAC,01:58,4,MISS Harris 7' Driving Layup,113 - 117,4,No,1,0.0819,118,No,0,0,0,,Tobias Harris,Layup,,0,0,,LAC,7,,,,,,,,
454,0,4,643,21800249,454-21800249,21800249-115-4,,Montrezl Harrell,LAC,01:55,4,Harrell REBOUND (Off:4 Def:5),113 - 117,4,No,1,0.0799,115,No,0,0,0,,Montrezl Harrell,,,0,0,,LAC,,,,,,,,,
455,0,10,644,21800249,455-21800249,21800249-109-10,Jump Ball Wall vs. Harrell: Tip to Gilgeous-Alexander,John Wall,WAS,01:49,4,,113 - 117,4,No,1,0.0757,109,No,0,0,0,,John Wall,,,0,0,,WAS,,,,,,,,,
456,79,2,647,21800249,456-21800249,21800249-105-2,Beal BLOCK (1 BLK),Lou Williams,LAC,01:45,4,MISS Williams 29' 3PT Pullup Jump Shot,113 - 117,4,No,1,0.0729,105,No,0,0,0,,Lou Williams,3 PT Shot,,0,0,,LAC,29,,,,,,,,
457,0,4,650,21800249,457-21800249,21800249-101-4,Mark Morris REBOUND (Off:3 Def:2),Markieff Morris,WAS,01:41,4,,113 - 117,4,No,1,0.0701,101,No,0,0,0,,Markieff Morris,,,0,0,,WAS,,,,,,,,,
458,1,2,651,21800249,458-21800249,21800249-81-2,MISS Wall 27' 3PT Jump Shot,John Wall,WAS,01:21,4,,113 - 117,4,No,1,0.0563,81,No,0,0,0,,John Wall,3 PT Shot,,0,0,,WAS,27,,,,,,,,
459,0,4,652,21800249,459-21800249,21800249-79-4,Porter Jr. REBOUND (Off:1 Def:12),Otto Porter Jr.,WAS,01:19,4,,113 - 117,4,No,1,0.0549,79,No,0,0,0,,Otto Porter Jr.,,,0,0,,WAS,,,,,,,,,
460,7,1,653,21800249,460-21800249,21800249-76-1,Green 2' Dunk (20 PTS) (Mark Morris 2 AST),Jeff Green,WAS,01:16,4,,113 - 119,6,No,1,0.0528,76,No,0,0,0,,Jeff Green,Dunk,,2,2,,WAS,2,,,,,,,,
461,1,9,655,21800249,461-21800249,21800249-76-9,,,,01:16,4,Clippers Timeout: Regular (Reg.6 Short 0),113 - 119,6,No,1,0.0528,76,No,1,0,1,,,,,0,0,,,,,,,,,,,
462,0,8,656,21800249,462-21800249,21800249-76-8,,Montrezl Harrell,LAC,01:16,4,SUB: Gallinari FOR Harrell,113 - 119,6,No,1,0.0528,76,No,0,0,0,,Montrezl Harrell,,,0,0,,LAC,,,,,,,,,
463,1,2,658,21800249,463-21800249,21800249-70-2,,Danilo Gallinari,LAC,01:10,4,MISS Gallinari 29' 3PT Jump Shot,113 - 119,6,No,1,0.0486,70,No,0,0,0,3 PT Shot,Danilo Gallinari,3 PT Shot,,0,0,,LAC,29,,,,,,,,
464,0,4,659,21800249,464-21800249,21800249-69-4,WIZARDS Rebound,,,01:09,4,,113 - 119,6,No,1,0.0479,69,No,0,0,0,,,,,0,0,,,,,,,,,,,
465,1,6,660,21800249,465-21800249,21800249-49-6,,Danilo Gallinari,LAC,00:49,4,Gallinari P.FOUL (P3.PN) (D.Richardson),113 - 119,6,No,1,0.034,49,No,0,0,0,,Danilo Gallinari,,,0,0,,LAC,,,,,,,,,
466,11,3,662,21800249,466-21800249,21800249-49-3,Mark Morris Free Throw 1 of 2 (11 PTS),Markieff Morris,WAS,00:49,4,,113 - 120,7,No,1,0.034,49,No,0,0,0,,Markieff Morris,Free Throw,,1,1,,WAS,19,,,,,,,,
467,12,3,663,21800249,467-21800249,21800249-49-3,Mark Morris Free Throw 2 of 2 (12 PTS),Markieff Morris,WAS,00:49,4,,113 - 121,8,No,1,0.034,49,No,0,0,0,,Markieff Morris,Free Throw,,1,1,,WAS,19,,,,,,,,
468,101,1,664,21800249,468-21800249,21800249-46-1,,Lou Williams,LAC,00:46,4,Williams 10' Driving Floating Jump Shot (17 PTS),115 - 121,6,No,1,0.0319,46,No,0,0,0,,Lou Williams,Jump Shot,,-2,-2,,LAC,10,,,,,,,,
469,75,1,665,21800249,469-21800249,21800249-34-1,Wall  Driving Finger Roll Layup (29 PTS),John Wall,WAS,00:34,4,,115 - 123,8,No,1,0.0236,34,No,0,0,0,,John Wall,Layup,,2,2,,WAS,1,,,,,,,,
470,1,9,666,21800249,470-21800249,21800249-34-9,,,,00:34,4,Clippers Timeout: Regular (Reg.7 Short 0),115 - 123,8,No,1,0.0236,34,No,1,0,1,,,,,0,0,,,,,,,,,,,
471,11,6,668,21800249,471-21800249,21800249-34-6,,Lou Williams,LAC,00:34,4,Williams T.FOUL (P1.PN) (D.Richardson),115 - 123,8,No,1,0.0236,34,No,0,0,0,,Lou Williams,,,0,0,,LAC,,,,,,,,,
472,4,11,669,21800249,472-21800249,21800249-34-11,,Lou Williams,LAC,00:34,4,Williams Ejection:Other,115 - 123,8,No,1,0.0236,34,No,0,0,0,,Lou Williams,,,0,0,,LAC,,,,,,,,,
473,0,8,670,21800249,473-21800249,21800249-34-8,,Lou Williams,LAC,00:34,4,SUB: Beverley FOR Williams,115 - 123,8,No,1,0.0236,34,No,0,0,0,,Lou Williams,,,0,0,,LAC,,,,,,,,,
474,16,3,672,21800249,474-21800249,21800249-34-3,Beal Free Throw Technical (27 PTS),Bradley Beal,WAS,00:34,4,,115 - 124,9,No,1,0.0236,34,No,0,0,0,,Bradley Beal,Free Throw,,1,1,,WAS,19,,,,,,,,
475,6,1,673,21800249,475-21800249,21800249-31-1,,Shai Gilgeous-Alexander,LAC,00:31,4,Gilgeous-Alexander 2' Driving Layup (16 PTS),117 - 124,7,No,1,0.0215,31,No,0,0,0,Layup,Shai Gilgeous-Alexander,Layup,,-2,-2,,LAC,2,,,,,,,,
476,2,7,685,21800249,476-21800249,21800249-31-7,Wall Violation:Defensive Goaltending (.),John Wall,WAS,00:31,4,,117 - 124,7,No,1,0.0215,31,No,0,0,0,,John Wall,,,0,0,,WAS,,,,,,,,,
477,2,6,674,21800249,477-21800249,21800249-31-6,Green S.FOUL (P1.T4) (M.Boland),Jeff Green,WAS,00:31,4,,117 - 124,7,No,1,0.0215,31,No,0,0,0,,Jeff Green,,,0,0,,WAS,,,,,,,,,
478,10,3,676,21800249,478-21800249,21800249-31-3,,Shai Gilgeous-Alexander,LAC,00:31,4,Gilgeous-Alexander Free Throw 1 of 1 (17 PTS),118 - 124,6,No,1,0.0215,31,No,0,0,0,,Shai Gilgeous-Alexander,Free Throw,,-1,-1,,LAC,19,,,,,,,,
479,28,6,677,21800249,479-21800249,21800249-28-6,,Danilo Gallinari,LAC,00:28,4,Gallinari Personal Take Foul (P4.PN) (D.Richardson),118 - 124,6,No,1,0.0194,28,No,0,0,0,,Danilo Gallinari,,,0,0,,LAC,,,,,,,,,
480,11,3,679,21800249,480-21800249,21800249-28-3,MISS Wall Free Throw 1 of 2,John Wall,WAS,00:28,4,,118 - 124,6,No,1,0.0194,28,No,0,0,0,,John Wall,Free Throw,,0,0,,WAS,19,,,,,,,,
481,1,4,680,21800249,481-21800249,21800249-28-4,WIZARDS Rebound,,,00:28,4,,118 - 124,6,No,1,0.0194,28,No,0,0,0,,,,,0,0,,,,,,,,,,,
482,12,3,681,21800249,482-21800249,21800249-28-3,Wall Free Throw 2 of 2 (30 PTS),John Wall,WAS,00:28,4,,118 - 125,7,No,1,0.0194,28,No,0,0,0,,John Wall,Free Throw,,1,1,,WAS,19,,,,,,,,
483,1,2,682,21800249,483-21800249,21800249-22-2,,Tobias Harris,LAC,00:22,4,MISS Harris 26' 3PT Jump Shot,118 - 125,7,No,1,0.0153,22,No,0,0,0,,Tobias Harris,3 PT Shot,,0,0,,LAC,26,,,,,,,,
484,0,4,683,21800249,484-21800249,21800249-19-4,Porter Jr. REBOUND (Off:1 Def:13),Otto Porter Jr.,WAS,00:19,4,,118 - 125,7,No,1,0.0132,19,No,0,0,0,,Otto Porter Jr.,,,0,0,,WAS,,,,,,,,,
485,0,13,684,21800249,485-21800249,21800249-0-13,,,,00:00,4,,118 - 125,7,No,1,0,0,No,0,0,0,,,,,0,0,,,,,,,,,,,
402,1,2,570,21800251,402-21800251,21800251-161-2,,Al-Farouq Aminu,POR,02:41,4,MISS Aminu 27' 3PT Jump Shot,109 - 105,-4,No,0,0.1118,161,No,0,0,0,3 PT Shot,Al-Farouq Aminu,3 PT Shot,,0,0,,POR,27,,,,,,,,
403,0,4,571,21800251,403-21800251,21800251-158-4,Kanter REBOUND (Off:0 Def:5),Enes Kanter,NYK,02:38,4,,109 - 105,-4,No,0,0.1097,158,No,0,0,0,,Enes Kanter,,,0,0,,NYK,,,,,,,,,
404,1,6,572,21800251,404-21800251,21800251-153-6,,Damian Lillard,POR,02:33,4,Lillard P.FOUL (P2.PN) (J.Goldenberg),109 - 105,-4,No,0,0.1063,153,No,0,0,0,,Damian Lillard,,,0,0,,POR,,,,,,,,,
405,11,3,574,21800251,405-21800251,21800251-153-3,Mudiay Free Throw 1 of 2 (15 PTS),Emmanuel Mudiay,NYK,02:33,4,,109 - 106,-3,No,0,0.1063,153,No,0,0,0,,Emmanuel Mudiay,Free Throw,,1,1,,NYK,19,,,,,,,,
